,f1_micro_mean_test,f1_micro_mean_train,f1_micro_std_train,max_feature,min_samples_leaf,min_samples_split,n_estimators,time
0,0.5484615384615384,0.6455727807514569,0.01252656620599704,2.0,2.0,2.0,100.0,-7.098928999999998
1,0.56,0.648455174892231,0.011595996058146712,2.0,2.0,2.0,300.0,-21.190923999999995
2,0.5584615384615385,0.6469173056116747,0.01138688357479504,2.0,2.0,2.0,500.0,-33.34568899999999
3,0.553076923076923,0.6521110586656066,0.010031739095215602,2.0,2.0,2.0,700.0,-50.61130700000001
4,0.5561538461538461,0.649033986307333,0.011850723688753425,2.0,2.0,2.0,800.0,-55.998803000000066
5,0.5607692307692308,0.6448009576920603,0.01208732092839078,2.0,2.0,2.0,900.0,-64.05693699999995
6,0.5584615384615385,0.652881435591883,0.014917788895460546,4.0,2.0,2.0,100.0,-12.055523999999991
7,0.5561538461538461,0.6488393084745457,0.013356281028745417,4.0,2.0,2.0,300.0,-34.18736799999999
8,0.553076923076923,0.6486492956617679,0.01480727604973791,4.0,2.0,2.0,500.0,-56.18052900000009
9,0.5492307692307692,0.6501852783137473,0.011062196098940566,4.0,2.0,2.0,700.0,-76.22237200000006
10,0.5561538461538461,0.6515336903059273,0.012500115477899905,4.0,2.0,2.0,800.0,-79.38714799999991
11,0.5546153846153846,0.6526868708644796,0.010960329338339743,4.0,2.0,2.0,900.0,-87.45577200000002
12,0.553076923076923,0.6413341968921684,0.016022026315773274,6.0,2.0,2.0,100.0,-11.823266999999987
13,0.5561538461538461,0.6501837229223653,0.013070934770338825,6.0,2.0,2.0,300.0,-42.16353700000013
14,0.556923076923077,0.6497978115850231,0.01398985054788767,6.0,2.0,2.0,500.0,-56.48024599999985
15,0.5523076923076923,0.6515315790054316,0.016153028678243267,6.0,2.0,2.0,700.0,-92.72345900000005
16,0.553076923076923,0.6503772897063493,0.011674798858974494,6.0,2.0,2.0,800.0,-88.85566100000005
17,0.5507692307692308,0.6503797330134645,0.01201177603074562,6.0,2.0,2.0,900.0,-114.57378900000003
18,0.5476923076923077,0.6442198141516658,0.01113041465858502,8.0,2.0,2.0,100.0,-18.83329200000003
19,0.5538461538461539,0.6449906361899456,0.013550743552899263,8.0,2.0,2.0,300.0,-51.100410999999895
20,0.5546153846153846,0.6482628295694485,0.013217327244062344,8.0,2.0,2.0,500.0,-89.61881999999991
21,0.5561538461538461,0.6486468531240771,0.011934018945507496,8.0,2.0,2.0,700.0,-122.64130499999987
22,0.5523076923076923,0.6503780664402599,0.013766081579169554,8.0,2.0,2.0,800.0,-140.90975100000014
23,0.5515384615384615,0.6513420120740814,0.012223485116847805,8.0,2.0,2.0,900.0,-160.90601400000014
24,0.5484615384615384,0.6457632359832526,0.01424995991840312,10.0,2.0,2.0,100.0,-21.68969900000002
25,0.5561538461538461,0.6476863498949269,0.015372751099263206,10.0,2.0,2.0,300.0,-58.07944399999997
26,0.55,0.647877473756508,0.012914523532905448,10.0,2.0,2.0,500.0,-90.8168840000003
