,f1_micro_mean_test,f1_micro_mean_train,f1_micro_std_train,max_feature,min_samples_leaf,min_samples_split,n_estimators,time
0,0.5646153846153846,0.6313413916281823,0.015146521618943467,2.0,2.0,2.0,100.0,-6.322856999999999
1,0.5684615384615385,0.638080790026513,0.017565860417958663,2.0,2.0,2.0,500.0,-34.60151099999999
2,0.566923076923077,0.6375033144602258,0.018517764707296956,2.0,2.0,2.0,900.0,-64.23863600000001
3,0.57,0.6359601125510351,0.015294748783097596,8.0,2.0,2.0,100.0,-7.06648100000001
4,0.57,0.6361565673747548,0.018948731358961936,8.0,2.0,2.0,500.0,-35.250809000000004
5,0.5738461538461539,0.6378863376324081,0.01666783067806615,8.0,2.0,2.0,900.0,-63.832948999999985
6,0.5653846153846154,0.6330770454254268,0.016870877146790163,13.0,2.0,2.0,100.0,-7.030588000000023
7,0.5692307692307692,0.6355774202317768,0.01646704662918498,13.0,2.0,2.0,500.0,-35.02028200000001
8,0.5692307692307692,0.6375045333583037,0.018597001612073658,13.0,2.0,2.0,900.0,-63.37122599999998
9,0.5523076923076923,0.6190320893866114,0.01829043935179599,2.0,4.0,2.0,100.0,-6.190718000000061
10,0.5615384615384615,0.6169134047229307,0.0160752631250708,2.0,4.0,2.0,500.0,-31.04030200000011
11,0.5653846153846154,0.6165286073840037,0.016750232909785893,2.0,4.0,2.0,900.0,-55.34462300000007
12,0.5646153846153846,0.6199927061036427,0.017893222581898245,8.0,4.0,2.0,100.0,-6.163833000000068
13,0.5576923076923077,0.6199898175524375,0.015072972817394713,8.0,4.0,2.0,500.0,-28.939026000000013
14,0.56,0.6176851198089609,0.01832247528974068,8.0,4.0,2.0,900.0,-55.917395000000056
15,0.5553846153846154,0.6126791560567713,0.01645027130171203,13.0,4.0,2.0,100.0,-6.241782999999941
16,0.5592307692307692,0.6161453597960787,0.01774026830335168,13.0,4.0,2.0,500.0,-30.913472999999954
17,0.5592307692307692,0.6171041984992383,0.015358340235489586,13.0,4.0,2.0,900.0,-54.82841600000006
18,0.5430769230769231,0.5934364422364329,0.015029433601056113,2.0,8.0,2.0,100.0,-5.3027230000000145
19,0.5546153846153846,0.5967066380599432,0.013937096281461957,2.0,8.0,2.0,500.0,-26.160429000000022
20,0.5461538461538461,0.5970926619912019,0.015288275223768485,2.0,8.0,2.0,900.0,-46.667002000000025
21,0.5661538461538461,0.5945937343457998,0.01798730426342787,8.0,8.0,2.0,100.0,-5.221460999999977
22,0.5461538461538461,0.5934345539382533,0.013336315890993194,8.0,8.0,2.0,500.0,-25.937017999999853
23,0.5461538461538461,0.5965132942796081,0.013302131026870723,8.0,8.0,2.0,900.0,-46.724883999999975
24,0.5492307692307692,0.5961357077390949,0.019030059184426996,13.0,8.0,2.0,100.0,-5.216627999999901
25,0.5515384615384615,0.5963216124581463,0.013533350669839243,13.0,8.0,2.0,500.0,-26.115227000000004
26,0.5538461538461539,0.5957480218489629,0.016725590652560265,13.0,8.0,2.0,900.0,-40.439342000000124
27,0.5538461538461539,0.6390351865803386,0.011571619473032245,2.0,2.0,4.0,100.0,-4.955615999999964
28,0.5638461538461539,0.6380785708754094,0.016270763410310998,2.0,2.0,4.0,500.0,-24.71957199999997
29,0.5784615384615385,0.6353891822301869,0.019417925851082048,2.0,2.0,4.0,900.0,-44.315380000000005
30,0.5653846153846154,0.6323045602728044,0.01612247462825288,8.0,2.0,4.0,100.0,-4.979338999999982
31,0.5707692307692308,0.6348054865006941,0.014701637104317196,8.0,2.0,4.0,500.0,-28.568849
32,0.573076923076923,0.6382716902400016,0.016080652507123844,8.0,2.0,4.0,900.0,-43.95653299999981
33,0.5553846153846154,0.6376915505382522,0.015217716001432931,13.0,2.0,4.0,100.0,-6.083470000000034
34,0.5638461538461539,0.6367251605659375,0.011311293377774671,13.0,2.0,4.0,500.0,-25.76021999999989
35,0.5692307692307692,0.6371150733014269,0.017094712730636983,13.0,2.0,4.0,900.0,-44.372366000000056
36,0.556923076923077,0.6146067122440934,0.018535541774932645,2.0,4.0,4.0,100.0,-4.327649999999949
37,0.5592307692307692,0.6194160006039476,0.017241470343053705,2.0,4.0,4.0,500.0,-21.688902999999982
38,0.5646153846153846,0.6180675877124764,0.016109319538081434,2.0,4.0,4.0,900.0,-38.87630899999999
39,0.553076923076923,0.6199900342739264,0.01431714265694757,8.0,4.0,4.0,100.0,-4.385021999999935
40,0.5615384615384615,0.6207603060461359,0.015201931380946415,8.0,4.0,4.0,500.0,-21.597212000000127
41,0.5676923076923077,0.6176822331813192,0.01613100602170905,8.0,4.0,4.0,900.0,-38.8508240000001
42,0.5615384615384615,0.6159545717904615,0.019677658611187854,13.0,4.0,4.0,100.0,-4.3400799999999435
43,0.5553846153846154,0.6186465123632748,0.018034622990327966,13.0,4.0,4.0,500.0,-21.732866000000058
44,0.5546153846153846,0.6159510176862817,0.016591334416536794,13.0,4.0,4.0,900.0,-38.892668000000185
45,0.5446153846153846,0.597091104545946,0.013432192948945971,2.0,8.0,4.0,100.0,-3.5994020000000546
46,0.5492307692307692,0.5961308244525291,0.01508939295030472,2.0,8.0,4.0,500.0,-18.294478000000026
47,0.5484615384615384,0.5951686560609325,0.01512057689582954,2.0,8.0,4.0,900.0,-40.86531100000002
48,0.5446153846153846,0.5961251576344267,0.010241164948725729,8.0,8.0,4.0,100.0,-3.6261440000000675
49,0.553076923076923,0.5924719405622979,0.012830149540541609,8.0,8.0,4.0,500.0,-17.99349099999995
50,0.5453846153846154,0.5963220574425051,0.013925969772051818,8.0,8.0,4.0,900.0,-32.62410999999997
51,0.5484615384615384,0.5936306740619219,0.016304203854738828,13.0,8.0,4.0,100.0,-5.13353700000016
52,0.5507692307692308,0.5930505305130456,0.014055381207835458,13.0,8.0,4.0,500.0,-25.982589999999846
53,0.55,0.5949760881178802,0.014841038738120111,13.0,8.0,4.0,900.0,-44.51782799999978
54,0.5553846153846154,0.6219121538295797,0.012781398586076497,2.0,2.0,8.0,100.0,-5.711477999999943
55,0.5715384615384616,0.6244180813225971,0.016969763290198756,2.0,2.0,8.0,500.0,-33.94593599999985
56,0.5638461538461539,0.6269184542053837,0.015999243551740698,2.0,2.0,8.0,900.0,-60.18620299999998
57,0.5684615384615385,0.6274943761735421,0.014406629865606221,8.0,2.0,8.0,100.0,-5.431773000000248
58,0.5638461538461539,0.624608536551727,0.014893592849761059,8.0,2.0,8.0,500.0,-33.92747899999995
59,0.563076923076923,0.6249947829751652,0.01650502372284149,8.0,2.0,8.0,900.0,-61.03362599999991
60,0.5607692307692308,0.6278838400775458,0.01823227579827527,13.0,2.0,8.0,100.0,-6.797626000000037
61,0.5676923076923077,0.6259571738589411,0.01671766545412107,13.0,2.0,8.0,500.0,-34.121987999999874
62,0.5615384615384615,0.6284572120416768,0.0151272692184473,13.0,2.0,8.0,900.0,-61.09706300000016
63,0.5592307692307692,0.6149894026397883,0.016601128815047404,2.0,4.0,8.0,100.0,-6.19807899999978
64,0.563076923076923,0.6198021348195145,0.018459831094409126,2.0,4.0,8.0,500.0,-31.05938100000003
65,0.5553846153846154,0.6192217687784586,0.015918130654171008,2.0,4.0,8.0,900.0,-52.46655400000009
66,0.56,0.6151819686592771,0.01652455475664804,8.0,4.0,8.0,100.0,-4.363100000000031
67,0.5623076923076923,0.6174927724345244,0.017930340224370643,8.0,4.0,8.0,500.0,-22.251213000000007
68,0.566923076923077,0.620761083806982,0.01595377083739003,8.0,4.0,8.0,900.0,-39.04904400000032
69,0.5553846153846154,0.6163341511427717,0.014699431219370057,13.0,4.0,8.0,100.0,-4.34825200000023
70,0.5684615384615385,0.6155654387393816,0.015774467581908206,13.0,4.0,8.0,500.0,-22.069650999999794
71,0.5576923076923077,0.6215340139439632,0.01822475086270475,13.0,4.0,8.0,900.0,-55.14659799999981
72,0.553076923076923,0.5920884762528839,0.015540888933744487,2.0,8.0,8.0,100.0,-5.234911999999895
73,0.546923076923077,0.594590729739596,0.014287041267337581,2.0,8.0,8.0,500.0,-25.937006999999994
74,0.55,0.5936278977185883,0.013956285279965272,2.0,8.0,8.0,900.0,-46.646682000000055
75,0.5461538461538461,0.589586768417021,0.014388620428390788,8.0,8.0,8.0,100.0,-5.211073999999826
76,0.5507692307692308,0.591318316688546,0.01406042816595835,8.0,8.0,8.0,500.0,-26.031645000000026
77,0.5584615384615385,0.5942075982066695,0.016108301337229142,8.0,8.0,8.0,900.0,-46.37126699999999
78,0.5538461538461539,0.5961327165978358,0.017942757799780214,13.0,8.0,8.0,100.0,-5.204498999999942
79,0.5515384615384615,0.596317839708914,0.0107150659678315,13.0,8.0,8.0,500.0,-26.023555999999644
80,0.5546153846153846,0.5978583774826425,0.012172501521632106,13.0,8.0,8.0,900.0,-36.82923299999993
