,f1_micro_mean_test,f1_micro_mean_train,f1_micro_std_train,max_feature,min_samples_leaf,min_samples_split,n_estimators,time
31,0.5407692307692308,0.6326649277139579,0.007508326043383952,8.0,2.0,4.0,500.0,-106.09641699999975
32,0.5415384615384615,0.6320875624319787,0.00931959790563496,8.0,2.0,4.0,900.0,-194.2171589999998
33,0.5192307692307693,0.5849524942008086,0.0016512921269503011,13.0,2.0,4.0,100.0,-31.831867999999304
34,0.5307692307692308,0.6151568751320927,0.006925367176723332,13.0,2.0,4.0,500.0,-162.80158399999982
35,0.5392307692307692,0.6241878750123316,0.018107498264111767,13.0,2.0,4.0,900.0,-300.122789
36,0.55,0.6386295134478185,0.011093561153325366,2.0,4.0,4.0,100.0,-6.224350999999842
37,0.5523076923076923,0.6407453095602941,0.01297288384566344,2.0,4.0,4.0,500.0,-31.589124000000083
38,0.5523076923076923,0.6413193470773998,0.015390997206452574,2.0,4.0,4.0,900.0,-57.22844900000018
39,0.5346153846153846,0.6307343746146862,0.013830612889769726,8.0,4.0,4.0,100.0,-17.334517000000233
40,0.546923076923077,0.6307377062266867,0.01170174485182298,8.0,4.0,4.0,500.0,-88.7591510000002
41,0.5415384615384615,0.6332366357956524,0.013357311127323739,8.0,4.0,4.0,900.0,-162.6353449999997
42,0.5030769230769231,0.5968692195714277,0.01155053791741437,13.0,4.0,4.0,100.0,-39.0312899999999
43,0.5484615384615384,0.6211261139660854,0.001910294162684473,13.0,4.0,4.0,500.0,-204.0338270000002
44,0.5338461538461539,0.6282389991499003,0.010416585446032838,13.0,4.0,4.0,900.0,-240.19808699999976
45,0.553076923076923,0.6195769259272496,0.012972998160178661,2.0,8.0,4.0,100.0,-4.556391000000076
46,0.5615384615384615,0.6390100949767178,0.013785791939889182,2.0,8.0,4.0,500.0,-23.07024999999976
47,0.5661538461538461,0.6376613435380686,0.012567808321708005,2.0,8.0,4.0,900.0,-41.79641199999969
48,0.54,0.6265098905980948,0.006665731857787409,8.0,8.0,4.0,100.0,-12.474231999999574
49,0.5384615384615384,0.632857052596215,0.008958008837338697,8.0,8.0,4.0,500.0,-62.25728100000015
50,0.5353846153846153,0.6293924005314729,0.009625684799897201,8.0,8.0,4.0,900.0,-113.42511800000011
51,0.5161538461538462,0.5945721891521046,0.0037147592930796775,13.0,8.0,4.0,100.0,-18.619324000000233
52,0.5353846153846153,0.6197731544116628,0.008451772530554713,13.0,8.0,4.0,500.0,-95.56664499999988
53,0.5215384615384615,0.6139981435560321,0.010933058297078094,13.0,8.0,4.0,900.0,-176.30989399999999
54,0.556923076923077,0.6365151587256002,0.006740599321471726,2.0,2.0,8.0,100.0,-6.326833999999508
55,0.5461538461538461,0.6407405346344727,0.015626715633790277,2.0,2.0,8.0,500.0,-32.292427000000316
56,0.5453846153846154,0.6438221616034693,0.013295282495861618,2.0,2.0,8.0,900.0,-58.10853599999973
57,0.5392307692307692,0.6320865583318263,0.007637962100990632,8.0,2.0,8.0,100.0,-17.67170999999962
58,0.546923076923077,0.6328523898782653,0.012821505522705433,8.0,2.0,8.0,500.0,-90.89914299999964
59,0.5446153846153846,0.6340102353327353,0.010802332148856132,8.0,2.0,8.0,900.0,-166.44572599999992
60,0.5253846153846153,0.5993697085092128,0.012773960703037747,13.0,2.0,8.0,100.0,-26.837941000000683
61,0.5269230769230769,0.6261204209234005,0.008472254112300825,13.0,2.0,8.0,500.0,-139.451814
62,0.5361538461538462,0.6274635093910743,0.012777281306028808,13.0,2.0,8.0,900.0,-260.3511120000003
63,0.5438461538461539,0.6378613601602221,0.015130332670554305,2.0,4.0,8.0,100.0,-5.8554000000003725
64,0.556923076923077,0.6438186036521624,0.01303782870380721,2.0,4.0,8.0,500.0,-29.08484800000042
65,0.5438461538461539,0.6440129534562135,0.015416257273800152,2.0,4.0,8.0,900.0,-52.742793999999776
66,0.5384615384615384,0.6284377834090313,0.006750726366406339,8.0,4.0,8.0,100.0,-16.088973999998416
67,0.5476923076923077,0.6328577181491898,0.008042081554242136,8.0,4.0,8.0,500.0,-82.52276299999903
68,0.5476923076923077,0.6357342361822322,0.01799112503778817,8.0,4.0,8.0,900.0,-149.63450399999965
69,0.5123076923076924,0.5959089394780107,0.009938584198693104,13.0,4.0,8.0,100.0,-24.569770999998582
70,0.5269230769230769,0.6240052961345901,0.00788670494144762,13.0,4.0,8.0,500.0,-126.51205200000004
71,0.5476923076923077,0.6290048249256488,0.012381984432610986,13.0,4.0,8.0,900.0,-233.93902100000014
72,0.5584615384615385,0.617652480783312,0.016050384762280868,2.0,8.0,8.0,100.0,-4.588491999998951
73,0.5607692307692308,0.6401651660114176,0.014923007444113005,2.0,8.0,8.0,500.0,-23.141654999999446
74,0.5476923076923077,0.6395861272291842,0.012774950384585747,2.0,8.0,8.0,900.0,-44.03959399999985
75,0.5392307692307692,0.6243959885544893,0.010048542507100973,8.0,8.0,8.0,100.0,-12.056187000000136
76,0.5453846153846154,0.6320860069102866,0.009705628159888973,8.0,8.0,8.0,500.0,-61.3478070000001
77,0.5446153846153846,0.626505007311529,0.011581266999797038,8.0,8.0,8.0,900.0,-111.47809899999993
78,0.5092307692307693,0.6005349911014028,0.00331707977180355,13.0,8.0,8.0,100.0,-18.330356000000393
79,0.5346153846153846,0.6159301380455613,0.0022473229604033137,13.0,8.0,8.0,500.0,-94.91752900000029
80,0.52,0.6226569935274268,0.008863959258938231,13.0,8.0,8.0,900.0,-176.22194900000068
