,depth,f1_micro_mean_test,f1_micro_mean_train,f1_micro_std_train,max_feature,min_samples_leaf,min_samples_split,n_estimators,time
137,,0.5330769230769231,0.6234431379045384,0.0055199465300679665,10.0,4.0,2.0,900.0,-24.29793299999983
138,,0.5261538461538462,0.6224839702720185,0.008537812192055204,10.0,4.0,2.0,100.0,-5.4187950000005
139,,0.5261538461538462,0.6251731306543711,0.004351218684425868,10.0,4.0,2.0,300.0,-15.270355000000563
140,,0.5346153846153846,0.6269051239102548,0.004385350796264344,10.0,4.0,2.0,500.0,-24.035143000000062
141,,0.5361538461538462,0.6240211706630557,0.006435132628820242,10.0,4.0,2.0,700.0,-34.176964999999655
142,,0.5284615384615384,0.625368809640808,0.006879597701941101,10.0,4.0,2.0,800.0,-41.92761900000005
143,,0.53,0.6272939241848473,0.007575550409888023,10.0,4.0,2.0,900.0,-44.208637000000635
144,,0.5315384615384615,0.6226708733205318,0.0040022740014508335,12.0,4.0,2.0,100.0,-3.0464449999999488
145,,0.5253846153846153,0.6192125517033032,0.008341486442365986,12.0,4.0,2.0,300.0,-7.415219999999863
146,,0.5230769230769231,0.6230625582992025,0.009229398734509456,12.0,4.0,2.0,500.0,-14.092877000000044
147,,0.5284615384615384,0.6217144743370917,0.008485586127228195,12.0,4.0,2.0,700.0,-19.16012799999953
148,,0.5315384615384615,0.6217119243330643,0.0062588654327912045,12.0,4.0,2.0,800.0,-22.620226000000002
149,,0.5261538461538462,0.6228672140128165,0.006642398656567533,12.0,4.0,2.0,900.0,-24.368438999999853
150,,0.5392307692307692,0.6234402512768967,0.003091978226258065,12.0,4.0,2.0,100.0,-5.010717000000113
151,,0.5284615384615384,0.6263315333010714,0.007336260266577057,12.0,4.0,2.0,300.0,-16.38299199999983
152,,0.5323076923076923,0.6259460646384793,0.006812130982165136,12.0,4.0,2.0,500.0,-24.05865399999948
153,,0.5353846153846153,0.6292150396403481,0.0051986242268821274,12.0,4.0,2.0,700.0,-32.232906000000185
154,,0.5307692307692308,0.6284468844291881,0.006475664721540492,12.0,4.0,2.0,800.0,-43.26656399999956
155,,0.5269230769230769,0.6290238085739355,0.006322725730158207,12.0,4.0,2.0,900.0,-47.555224000000635
156,,0.5261538461538462,0.6236388111202847,0.008971840665980777,13.0,4.0,2.0,100.0,-2.3519999999998618
157,,0.52,0.6257556094093494,0.008520101453771902,13.0,4.0,2.0,300.0,-6.760435000000143
158,,0.5307692307692308,0.6257571630074782,0.009731994572106962,13.0,4.0,2.0,500.0,-11.198855999999978
159,,0.5284615384615384,0.6215250174374237,0.010726734589068854,13.0,4.0,2.0,700.0,-20.470258000000285
160,,0.53,0.6251783524881147,0.008519424924713753,13.0,4.0,2.0,800.0,-22.53945399999975
161,,0.5261538461538462,0.6226799781878157,0.011103761339331438,13.0,4.0,2.0,900.0,-25.52591299999949
162,,0.536923076923077,0.6259411775047865,0.0033809828164691642,13.0,4.0,2.0,100.0,-5.441296999999395
163,,0.5292307692307693,0.625944623248222,0.005753162399201444,13.0,4.0,2.0,300.0,-15.876779999999599
164,,0.5353846153846153,0.6284437714622401,0.0042672751412750004,13.0,4.0,2.0,500.0,-26.70904200000041
165,,0.5307692307692308,0.6295986200047604,0.003942553279470319,13.0,4.0,2.0,700.0,-37.887807000000066
166,,0.5353846153846153,0.6244055307118779,0.006005911557173858,13.0,4.0,2.0,800.0,-42.8844680000002
167,,0.53,0.6263279791968915,0.00430014831821927,13.0,4.0,2.0,900.0,-49.45018900000014
168,,0.5292307692307693,0.6016992734405674,0.005700294519998882,2.0,8.0,2.0,100.0,-2.403527999999824
169,,0.5315384615384615,0.6032366982473477,0.0060833804787544035,2.0,8.0,2.0,300.0,-7.6846639999994295
170,,0.5284615384615384,0.6026612193399846,0.006111614942801433,2.0,8.0,2.0,500.0,-11.453394000000117
171,,0.5253846153846153,0.6009276744095357,0.003547235765646984,2.0,8.0,2.0,700.0,-15.178592999999637
172,,0.5253846153846153,0.5986219744894699,0.0078037002307389785,2.0,8.0,2.0,800.0,-17.95767899999919
173,,0.5238461538461539,0.601119793521102,0.005854059465276117,2.0,8.0,2.0,900.0,-22.645160000000033
174,,0.5253846153846153,0.6043886601622265,0.003087278989284544,2.0,8.0,2.0,100.0,-4.702981000000364
175,,0.5223076923076924,0.6003495275195833,0.0037643966735653083,2.0,8.0,2.0,300.0,-12.503837000000203
176,,0.5284615384615384,0.6032395867985528,0.006832365327926416,2.0,8.0,2.0,500.0,-21.70447199999944
177,,0.5276923076923077,0.6018911777542085,0.004753874376405191,2.0,8.0,2.0,700.0,-29.368735999999444
178,,0.53,0.5991972366753441,0.004563956444555811,2.0,8.0,2.0,800.0,-35.51026300000012
179,,0.5292307692307693,0.6013139169858467,0.005485482628007676,2.0,8.0,2.0,900.0,-35.83833499999946
180,,0.5253846153846153,0.6040085236176859,0.005687562891819201,4.0,8.0,2.0,100.0,-2.3574060000000827
181,,0.5269230769230769,0.60112345790959,0.00799603934322918,4.0,8.0,2.0,300.0,-6.295611000000463
182,,0.5246153846153846,0.6026625542930609,0.0061358316721058775,4.0,8.0,2.0,500.0,-9.37167700000009
183,,0.53,0.6040111877531481,0.008134709253745223,4.0,8.0,2.0,700.0,-16.70443299999988
184,,0.5253846153846153,0.6018923966522864,0.005870308136882176,4.0,8.0,2.0,800.0,-16.676281999999446
185,,0.5276923076923077,0.5988153201933684,0.007723202024797664,4.0,8.0,2.0,900.0,-23.094111999999768
186,,0.5292307692307693,0.6018866233970032,0.0009452677998684039,4.0,8.0,2.0,100.0,-3.9874020000006567
187,,0.5315384615384615,0.6038154023295302,0.004795961692961289,4.0,8.0,2.0,300.0,-12.631845000000794
188,,0.5353846153846153,0.6016986059640291,0.005973629157311026,4.0,8.0,2.0,500.0,-22.730641000000105
189,,0.5230769230769231,0.6041996482469174,0.004260253396026697,4.0,8.0,2.0,700.0,-32.16011200000048
190,,0.5269230769230769,0.6045846700015872,0.004890201396586946,4.0,8.0,2.0,800.0,-34.20615799999996
191,,0.5276923076923077,0.603044909988705,0.005255631313047481,4.0,8.0,2.0,900.0,-37.16633299999921
192,,0.52,0.602653780278701,0.0030219284791102533,6.0,8.0,2.0,100.0,-2.6419230000001335
193,,0.5246153846153846,0.6040098547236353,0.007372638111446889,6.0,8.0,2.0,300.0,-7.979621000000407
194,,0.5269230769230769,0.6003554149063014,0.007651115170244634,6.0,8.0,2.0,500.0,-11.705143000000135
195,,0.5261538461538462,0.6003558560435333,0.008812223480928525,6.0,8.0,2.0,700.0,-17.494455999999445
196,,0.5269230769230769,0.6009277846938436,0.00392093615087839,6.0,8.0,2.0,800.0,-18.81178799999998
197,,0.53,0.6003501949961214,0.003508395289722846,6.0,8.0,2.0,900.0,-19.884987999999794
198,,0.5261538461538462,0.5980438333702081,0.005489864051697597,6.0,8.0,2.0,100.0,-4.64082099999996
199,,0.5307692307692308,0.6061235400457519,0.004869891881854654,6.0,8.0,2.0,300.0,-13.875606999999945
200,,0.5315384615384615,0.604199646323354,0.005132938408423855,6.0,8.0,2.0,500.0,-20.75817199999983
201,,0.5253846153846153,0.6047782362741015,0.005826970333498956,6.0,8.0,2.0,700.0,-32.291150000000016
202,,0.5315384615384615,0.5999638382883753,0.0032500342363080245,6.0,8.0,2.0,800.0,-34.40360000000055
203,,0.5238461538461539,0.6013140272701547,0.0060360571453412755,6.0,8.0,2.0,900.0,-40.666369000000486
204,,0.5261538461538462,0.6007368806332278,0.0066410878278657095,8.0,8.0,2.0,100.0,-2.391063000000031
205,,0.5284615384615384,0.6040041936762234,0.0021208745385663283,8.0,8.0,2.0,300.0,-6.916479999999865
206,,0.5315384615384615,0.600350307203993,0.0033347589381818826,8.0,8.0,2.0,500.0,-12.395990999999412
207,,0.5284615384615384,0.5991994558264476,0.006789906004291796,8.0,8.0,2.0,700.0,-16.29845000000023
208,,0.5253846153846153,0.6005489811788158,0.008626756111324817,8.0,8.0,2.0,800.0,-19.920203000000583
209,,0.5269230769230769,0.5992004560794731,0.007376751994846263,8.0,8.0,2.0,900.0,-21.241415000000416
210,,0.5246153846153846,0.5976601427214877,0.006464357773226697,8.0,8.0,2.0,100.0,-4.737083999999413
211,,0.5269230769230769,0.6041994238311745,0.005256661632126531,8.0,8.0,2.0,300.0,-13.454099000000497
212,,0.5284615384615384,0.6015050416150783,0.003921550399845857,8.0,8.0,2.0,500.0,-22.51644000000033
213,,0.5269230769230769,0.5997762677633235,0.0067833834368464085,8.0,8.0,2.0,700.0,-30.45302300000003
214,,0.5346153846153846,0.5999680579455298,0.00609358823769623,8.0,8.0,2.0,800.0,-31.129485999999815
215,,0.5307692307692308,0.5995823687143218,0.005426954463379972,8.0,8.0,2.0,900.0,-38.56582099999923
216,,0.5323076923076923,0.5991975713753949,0.005003019045506803,10.0,8.0,2.0,100.0,-2.219998999999916
217,,0.5261538461538462,0.5988113230283932,0.004598957824992404,10.0,8.0,2.0,300.0,-6.141309999999976
218,,0.5261538461538462,0.6032395867985528,0.006832365327926416,10.0,8.0,2.0,500.0,-12.161277999999584
219,,0.5292307692307693,0.603430378651297,0.004871230910603962,10.0,8.0,2.0,700.0,-17.62735799999973
220,,0.52,0.6030463552260893,0.005439647097644202,10.0,8.0,2.0,800.0,-19.792387999999846
221,,0.5253846153846153,0.600931116305844,0.00648173295600861,10.0,8.0,2.0,900.0,-21.981689999999617
222,,0.5307692307692308,0.6030454671809352,0.00462830814758729,10.0,8.0,2.0,100.0,-4.156694999999672
223,,0.53,0.6015018202873857,0.0029764421354768447,10.0,8.0,2.0,300.0,-12.895998999999392
224,,0.5292307692307693,0.6045847802858951,0.005398882149668086,10.0,8.0,2.0,500.0,-21.159545999999864
225,,0.5307692307692308,0.6028554511654737,0.007888792744093837,10.0,8.0,2.0,700.0,-29.882235000000037
226,,0.5284615384615384,0.5997724911669642,0.005139956394732068,10.0,8.0,2.0,800.0,-34.31700600000022
227,,0.5307692307692308,0.6011234598331535,0.006910220637295215,10.0,8.0,2.0,900.0,-36.15626399999928
228,,0.5384615384615384,0.6022815277798029,0.009510403734063338,12.0,8.0,2.0,100.0,-2.2568279999995866
229,,0.5261538461538462,0.6009297851998946,0.005207493406193157,12.0,8.0,2.0,300.0,-7.3111610000005385
230,,0.5261538461538462,0.6028538975673449,0.006197202071879794,12.0,8.0,2.0,500.0,-11.403761999999915
231,,0.5261538461538462,0.6022746420636226,0.004739932077851048,12.0,8.0,2.0,700.0,-18.088161000000582
232,,0.5238461538461539,0.6005474237335601,0.008141540351797271,12.0,8.0,2.0,800.0,-18.108438000000206
233,,0.5253846153846153,0.6007369928410993,0.005927991674118803,12.0,8.0,2.0,900.0,-23.118631999999707
234,,0.5246153846153846,0.6013113612111289,0.005450366396231284,12.0,8.0,2.0,100.0,-4.179994000000079
235,,0.5253846153846153,0.6005448679588422,0.007536094608629273,12.0,8.0,2.0,300.0,-12.051095999999234
236,,0.5307692307692308,0.5993879124730898,0.005133625682376297,12.0,8.0,2.0,500.0,-21.975169000000278
237,,0.5307692307692308,0.6001584028903517,0.005415424229330305,12.0,8.0,2.0,700.0,-31.547104999999647
238,,0.5276923076923077,0.5988144302246509,0.007993896067935772,12.0,8.0,2.0,800.0,-29.743124999999964
239,,0.5323076923076923,0.6034308236356559,0.0049716234904506485,12.0,8.0,2.0,900.0,-37.098025000000234
240,,0.5276923076923077,0.5970854377278436,0.008997928026155665,13.0,8.0,2.0,100.0,-2.463007999999718
241,,0.53,0.6007375481097661,0.00629110064507907,13.0,8.0,2.0,300.0,-7.295184999999947
242,,0.5315384615384615,0.6026595573811114,0.003538568138815589,13.0,8.0,2.0,500.0,-13.148780999999872
243,,0.5238461538461539,0.602081300206851,0.0027442249237014096,13.0,8.0,2.0,700.0,-18.821481999999378
244,,0.5269230769230769,0.6013175813743346,0.008272607741897465,13.0,8.0,2.0,800.0,-18.428968999999597
245,,0.5223076923076924,0.6009300057685105,0.005599668755828846,13.0,8.0,2.0,900.0,-19.308028999999806
246,,0.5384615384615384,0.6013084726599237,0.006381497354736698,13.0,8.0,2.0,100.0,-3.9167600000000675
247,,0.53,0.6026619990243942,0.005684855358352842,13.0,8.0,2.0,300.0,-10.866641999999956
248,,0.5223076923076924,0.6013104750895385,0.0030174231058575193,13.0,8.0,2.0,500.0,-21.12379200000032
249,,0.5307692307692308,0.6038176214806338,0.007184932522981626,13.0,8.0,2.0,700.0,-30.365906999999424
250,,0.5253846153846153,0.6015073729740532,0.005956734474203437,13.0,8.0,2.0,800.0,-35.555459000000155
251,,0.5307692307692308,0.602660222934086,0.004107017408540071,13.0,8.0,2.0,900.0,-38.43547800000033
252,,0.5392307692307692,0.6405699414809661,0.007496316320765053,2.0,2.0,4.0,100.0,-3.2384869999996226
